rule_id,visual,model_output,groundtruth
77,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,"contain a 2 shape, with variations such as a long straight line at the bottom or marks on top or underneath"
78,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have a 2 or bass clef shape on the left side
78,color,Characters colored red in the image are characters that have a horizontal line at the bottom.,have a 2 or bass clef shape on the left side
78,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,have a 2 or bass clef shape on the left side
79,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain a closed U shape
79,color,Characters colored red in the image are characters that contain a circle.,contain a closed U shape
79,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,contain a closed U shape
7,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"a long, horizontal, serpentine curve at the bottom ending on the right side"
7,color,Characters colored red in the image are characters that contain a wavy or zigzag line.,"a long, horizontal, serpentine curve at the bottom ending on the right side"
7,leftright,Characters on the right side in the image are characters that contain three dots.,"a long, horizontal, serpentine curve at the bottom ending on the right side"
80,circle,Characters inside the circle in the image are characters that contain a horizontal line.,"contain two or more separate, unconnected elements"
80,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,"contain two or more separate, unconnected elements"
80,leftright,Characters on the right side in the image are characters that contain a dot above them.,"contain two or more separate, unconnected elements"
81,circle,Characters inside the circle in the image are characters that contain a circular or oval shape.,do not contain any right angles
81,color,Characters colored red in the image are characters that contain a circular or oval shape.,do not contain any right angles
81,leftright,Characters on the right side in the image are characters that have a horizontal line at the top.,do not contain any right angles
82,circle,Characters inside the circle in the image are characters that contain a horizontal line.,start at the top left with a small or very small spiral-like approach
82,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,start at the top left with a small or very small spiral-like approach
82,leftright,Characters on the right side in the image are characters that have a vertical line on the left side.,start at the top left with a small or very small spiral-like approach
83,circle,Characters inside the circle in the image are characters that contain a loop.,"have a large arc of a circle outlining the character, slanted down to the right"
83,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have a large arc of a circle outlining the character, slanted down to the right"
83,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,"have a large arc of a circle outlining the character, slanted down to the right"
84,circle,Characters inside the circle in the image are characters that contain a horizontal line.,"contain two or more closed loop structures, described as holes or enclosed areas"
84,color,Characters colored red in the image are characters that contain a horizontal line.,"contain two or more closed loop structures, described as holes or enclosed areas"
84,leftright,Characters on the right side in the image are characters that contain a horizontal line at the top.,"contain two or more closed loop structures, described as holes or enclosed areas"
85,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,contain variations of T shapes in any orientation
85,color,Characters colored red in the image are characters that contain at least one horizontal line.,contain variations of T shapes in any orientation
85,leftright,Characters on the right side in the image are characters that contain at least one horizontal line.,contain variations of T shapes in any orientation
86,circle,Characters inside the circle in the image are characters that contain at least one vertical line.,contain two long vertical lines or sticks
86,color,Characters colored red in the image are characters that contain two vertical parallel lines.,contain two long vertical lines or sticks
86,leftright,Characters on the right side in the image are characters that contain at least one vertical line with a small horizontal line attached to it.,contain two long vertical lines or sticks
87,circle,Characters inside the circle in the image are characters that contain at least one vertical line.,contain one or more long vertical lines or sticks
87,color,Characters colored red in the image are characters that contain at least one vertical line with a small horizontal line intersecting it.,contain one or more long vertical lines or sticks
87,leftright,Characters on the right side in the image are characters that contain at least one vertical line.,contain one or more long vertical lines or sticks
88,circle,Characters inside the circle in the image are characters that contain a circle or an oval shape.,contain a circular element
88,color,Characters colored red in the image are characters that contain a circle.,contain a circular element
88,leftright,Characters on the right side in the image are characters that contain a circle.,contain a circular element
89,circle,Characters inside the circle in the image are characters that contain at least one horizontal line.,"contain one or more curved, roof-like elements"
89,color,Characters colored red in the image are characters that contain at least one horizontal line at the top.,"contain one or more curved, roof-like elements"
89,leftright,Characters on the right side in the image are characters that contain at least one diagonal line.,"contain one or more curved, roof-like elements"
8,circle,Characters inside the circle in the image are characters that contain a wavy or zigzag line.,resemble the number three or its mirror image or have stacked or mirrored c shapes
8,color,Characters colored red in the image are characters that contain a small loop or circle.,resemble the number three or its mirror image or have stacked or mirrored c shapes
8,leftright,Characters on the right side in the image are characters that contain three dots.,resemble the number three or its mirror image or have stacked or mirrored c shapes
90,circle,Characters inside the circle in the image are characters that contain double consonants.,"have two or three separate, unconnected elements"
90,color,Characters colored red in the image are characters that contain a horizontal line with a small vertical line attached to it.,"have two or three separate, unconnected elements"
90,leftright,Characters on the right side in the image are characters that contain double consonants.,"have two or three separate, unconnected elements"
91,circle,Characters inside the circle in the image are characters that contain double consonants.,are composed of two identical elements placed next to each other
91,color,Characters colored red in the image are characters that contain a double consonant.,are composed of two identical elements placed next to each other
91,leftright,Characters on the right side in the image are characters that are doubled or have a repeated element.,are composed of two identical elements placed next to each other
92,circle,Characters inside the circle in the image are characters that contain a horizontal line.,have a single right angle
92,color,Characters colored red in the image are characters that contain a horizontal line at the bottom.,have a single right angle
92,leftright,Characters on the right side in the image are characters that consist of only straight lines.,have a single right angle
93,circle,Characters inside the circle in the image are characters that contain a horizontal line.,contain an acute angle
93,color,Characters colored red in the image are characters that contain at least one sharp angle.,contain an acute angle
93,leftright,Characters on the right side in the image are characters that contain at least one straight vertical line.,contain an acute angle
94,circle,Characters inside the circle in the image are characters that contain a loop.,contain an angled line or shape in the middle and a curve on the right
94,color,Characters colored red in the image are characters that contain a loop or enclosed area.,contain an angled line or shape in the middle and a curve on the right
94,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,contain an angled line or shape in the middle and a curve on the right
95,circle,Characters inside the circle in the image are characters that contain a loop or circular shape.,"have a closed or enclosed part, such as a loop or hole"
95,color,Characters colored red in the image are characters that contain a loop or circular shape.,"have a closed or enclosed part, such as a loop or hole"
95,leftright,Characters on the right side in the image are characters that contain a loop or circular shape.,"have a closed or enclosed part, such as a loop or hole"
96,circle,Characters inside the circle in the image are characters that contain a diacritical mark (such as an accent or tilde) above them.,include a variation of the letter m
96,color,Characters colored red in the image are characters that contain a curved line.,include a variation of the letter m
96,leftright,Characters on the right side in the image are characters that have a diacritical mark above them.,include a variation of the letter m
97,circle,Characters inside the circle in the image are characters that have a vertical line.,are composed of at least one L shape
97,color,Characters colored red in the image are characters that have a vertical line on the right side.,are composed of at least one L shape
97,leftright,Characters on the right side in the image are characters that have a vertical line.,are composed of at least one L shape
98,circle,Characters inside the circle in the image are characters that have a vertical line.,"have a right turn at the bottom of a vertical line, like an L or reversed J"
98,color,Characters colored red in the image are characters that have a small loop or circle at the top.,"have a right turn at the bottom of a vertical line, like an L or reversed J"
98,leftright,Characters on the right side in the image are characters that contain a vertical line.,"have a right turn at the bottom of a vertical line, like an L or reversed J"
99,circle,Characters inside the circle in the image are characters that have a vertical line.,"are predominantly made up of one or two straight lines, with some characters having a narrow curve at the base and some resembling a crowbar"
99,color,Characters colored red in the image are characters that have a vertical line.,"are predominantly made up of one or two straight lines, with some characters having a narrow curve at the base and some resembling a crowbar"
99,leftright,Characters on the right side in the image are characters that contain a vertical line.,"are predominantly made up of one or two straight lines, with some characters having a narrow curve at the base and some resembling a crowbar"
9,circle,Characters inside the circle in the image are characters that contain at least one loop.,are reflections of one another
9,color,Characters colored red in the image are characters that contain a curved line extending to the right.,are reflections of one another
9,leftright,Characters on the right side in the image are characters that contain a vertical line.,are reflections of one another
